label,cutUpHeight,diameterToe,flueDepth,frequency,acousticIntensity,isBourdon
predicted_I,0.08195589348670844,0.08469683279031491,0.6636949568523668,-0.44323300067226046,-0.14455204388423457,0.1839505246910726
partial1,0.1741787984105626,0.08453531680479977,-0.0015413503472365996,-0.1628600716910628,-0.5687332576889131,0.14159734437338325
partial2,0.34971150829512715,-0.1644524881498187,0.16635486858809032,-0.24783386950567582,0.15730922070437756,-0.8362473680242142
partial3,-0.1318384237297758,0.049225955518065884,-0.31129424934149724,0.20470564225109023,-0.17585780512177215,0.3098624407674306
partial4,0.04758345944390453,-0.14052866782085358,-0.038731450120137616,-0.059784280072056925,-0.13712585011239992,-0.5582559613665307
partial5,-0.0904607872248249,-0.0377687804416815,-0.10181311018287703,0.1508398451585378,-0.024728033087596236,0.4013084403093086
partial6,-0.054230845889852164,-0.09041771471643338,-0.02756128093964404,0.015674153028165955,0.12634136847226388,0.11417215728172339
partial7,0.18369596386720552,-0.04173337910842156,0.15552125293360164,-0.14977698189451957,-0.15344507564102552,-0.16976541306079324
partial8,-0.0030671610587095534,-0.061378758714147635,-0.05630736683124798,0.053690605061768794,0.24258395413407613,-0.002088246236374643
